setID	setName	source	size.orig	name.source
636	137979	FOXA1 transcription factor network	Pathway Interaction Database	43	FOXA1 transcription factor network
637	137980	Reelin signaling pathway	Pathway Interaction Database	29	Reelin signaling pathway
638	137981	Insulin-mediated glucose transport	Pathway Interaction Database	29	Insulin-mediated glucose transport
639	137983	ALK2 signaling events	Pathway Interaction Database	11	ALK2 signaling events
640	137984	Lissencephaly gene (LIS1) in neuronal migration and development	Pathway Interaction Database	31	Lissencephaly gene (LIS1) in neuronal migration and development
641	137987	Regulation of Telomerase	Pathway Interaction Database	66	Regulation of Telomerase
642	137988	IL2 signaling events mediated by STAT5	Pathway Interaction Database	30	IL2 signaling events mediated by STAT5
643	137989	FGF signaling pathway	Pathway Interaction Database	47	FGF signaling pathway
644	137990	Regulation of CDC42 activity	Pathway Interaction Database	30	Regulation of CDC42 activity
645	137991	ErbB4 signaling events	Pathway Interaction Database	32	ErbB4 signaling events
646	137992	IGF1 pathway	Pathway Interaction Database	28	IGF1 pathway
647	137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	Pathway Interaction Database	48	Calcineurin-regulated NFAT-dependent transcription in lymphocytes
648	137994	CDC42 signaling events	Pathway Interaction Database	71	CDC42 signaling events
649	137995	HIV-1 Nef: Negative effector of Fas and TNF-alpha	Pathway Interaction Database	35	HIV-1 Nef: Negative effector of Fas and TNF-alpha
650	137996	VEGFR3 signaling in lymphatic endothelium	Pathway Interaction Database	23	VEGFR3 signaling in lymphatic endothelium
651	137997	Signaling events mediated by HDAC Class I	Pathway Interaction Database	67	Signaling events mediated by HDAC Class I
652	137998	TCR signaling in naive CD4+ T cells	Pathway Interaction Database	61	TCR signaling in naive CD4+ T cells
653	137999	Integrins in angiogenesis	Pathway Interaction Database	46	Integrins in angiogenesis
654	138000	IL23-mediated signaling events	Pathway Interaction Database	37	IL23-mediated signaling events
655	138001	mTOR signaling pathway	Pathway Interaction Database	60	mTOR signaling pathway (Pathway Interaction Database)
656	138002	E-cadherin signaling in keratinocytes	Pathway Interaction Database	19	E-cadherin signaling in keratinocytes
657	138005	E-cadherin signaling in the nascent adherens junction	Pathway Interaction Database	33	E-cadherin signaling in the nascent adherens junction
658	138006	ATF-2 transcription factor network	Pathway Interaction Database	55	ATF-2 transcription factor network
659	138007	PLK1 signaling events	Pathway Interaction Database	44	PLK1 signaling events
660	138008	a6b1 and a6b4 Integrin signaling	Pathway Interaction Database	31	a6b1 and a6b4 Integrin signaling
661	138009	Plasma membrane estrogen receptor signaling	Pathway Interaction Database	26	Plasma membrane estrogen receptor signaling
662	138010	Glypican 1 network	Pathway Interaction Database	26	Glypican 1 network
663	138011	CXCR3-mediated signaling events	Pathway Interaction Database	34	CXCR3-mediated signaling events
664	138012	Signaling mediated by p38-alpha and p38-beta	Pathway Interaction Database	35	Signaling mediated by p38-alpha and p38-beta
665	138013	Internalization of ErbB1	Pathway Interaction Database	34	Internalization of ErbB1
666	138014	Glucocorticoid receptor regulatory network	Pathway Interaction Database	82	Glucocorticoid receptor regulatory network
667	138015	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	Pathway Interaction Database	19	Regulation of cytoplasmic and nuclear SMAD2/3 signaling
668	138017	Signaling events mediated by PTP1B	Pathway Interaction Database	51	Signaling events mediated by PTP1B
669	138018	Downstream signaling in naive CD8+ T cells	Pathway Interaction Database	50	Downstream signaling in naive CD8+ T cells
670	138019	p75(NTR)-mediated signaling	Pathway Interaction Database	61	p75(NTR)-mediated signaling
671	138020	Class I PI3K signaling events mediated by Akt	Pathway Interaction Database	34	Class I PI3K signaling events mediated by Akt
672	138021	Paxillin-dependent events mediated by a4b1	Pathway Interaction Database	19	Paxillin-dependent events mediated by a4b1
673	138022	Class I PI3K signaling events	Pathway Interaction Database	41	Class I PI3K signaling events
674	138023	Ceramide signaling pathway	Pathway Interaction Database	44	Ceramide signaling pathway
675	138024	TGF-beta receptor signaling	Pathway Interaction Database	51	TGF-beta receptor signaling
676	138026	Insulin Pathway	Pathway Interaction Database	43	Insulin Pathway
677	138027	Regulation of Androgen receptor activity	Pathway Interaction Database	50	Regulation of Androgen receptor activity
678	138030	Canonical NF-kappaB pathway	Pathway Interaction Database	23	Canonical NF-kappaB pathway
679	138031	Syndecan-2-mediated signaling events	Pathway Interaction Database	33	Syndecan-2-mediated signaling events
680	138032	Canonical Wnt signaling pathway	Pathway Interaction Database	30	Canonical Wnt signaling pathway
681	138034	Arf6 signaling events	Pathway Interaction Database	34	Arf6 signaling events
682	138036	FoxO family signaling	Pathway Interaction Database	47	FoxO family signaling
683	138039	Retinoic acid receptors-mediated signaling	Pathway Interaction Database	25	Retinoic acid receptors-mediated signaling
684	138040	IFN-gamma pathway	Pathway Interaction Database	40	IFN-gamma pathway
685	138041	EPHA forward signaling	Pathway Interaction Database	31	EPHA forward signaling
686	138044	Trk receptor signaling mediated by the MAPK pathway	Pathway Interaction Database	29	Trk receptor signaling mediated by the MAPK pathway
687	138045	HIF-1-alpha transcription factor network	Pathway Interaction Database	65	HIF-1-alpha transcription factor network
688	138046	Syndecan-1-mediated signaling events	Pathway Interaction Database	17	Syndecan-1-mediated signaling events
689	138047	EPHB forward signaling	Pathway Interaction Database	33	EPHB forward signaling
690	138048	Nongenotropic Androgen signaling	Pathway Interaction Database	18	Nongenotropic Androgen signaling
691	138049	PDGFR-alpha signaling pathway	Pathway Interaction Database	22	PDGFR-alpha signaling pathway
692	138050	Fc-epsilon receptor I signaling in mast cells	Pathway Interaction Database	58	Fc-epsilon receptor I signaling in mast cells
693	138051	EPO signaling pathway	Pathway Interaction Database	33	EPO signaling pathway
694	138052	Ephrin B reverse signaling	Pathway Interaction Database	27	Ephrin B reverse signaling
695	138053	TNF receptor signaling pathway	Pathway Interaction Database	44	TNF receptor signaling pathway
696	138054	Nectin adhesion pathway	Pathway Interaction Database	25	Nectin adhesion pathway
697	138055	TCR signaling in naive CD8+ T cells	Pathway Interaction Database	49	TCR signaling in naive CD8+ T cells
698	138056	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	Pathway Interaction Database	15	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha
699	138057	ErbB1 downstream signaling	Pathway Interaction Database	103	ErbB1 downstream signaling
700	138058	BCR signaling pathway	Pathway Interaction Database	66	BCR signaling pathway
701	138059	S1P2 pathway	Pathway Interaction Database	24	S1P2 pathway
702	138060	Thromboxane A2 receptor signaling	Pathway Interaction Database	45	Thromboxane A2 receptor signaling
703	138061	CD40/CD40L signaling	Pathway Interaction Database	30	CD40/CD40L signaling
704	138062	Signaling events mediated by HDAC Class II	Pathway Interaction Database	34	Signaling events mediated by HDAC Class II
705	138063	S1P3 pathway	Pathway Interaction Database	28	S1P3 pathway
706	138064	Syndecan-4-mediated signaling events	Pathway Interaction Database	31	Syndecan-4-mediated signaling events
707	138067	p53 pathway	Pathway Interaction Database	58	p53 pathway
708	138068	Signaling events mediated by Stem cell factor receptor (c-Kit)	Pathway Interaction Database	52	Signaling events mediated by Stem cell factor receptor (c-Kit)
709	138070	Regulation of RhoA activity	Pathway Interaction Database	46	Regulation of RhoA activity
710	138071	PDGFR-beta signaling pathway	Pathway Interaction Database	54	PDGFR-beta signaling pathway
711	138072	Nephrin/Neph1 signaling in the kidney podocyte	Pathway Interaction Database	26	Nephrin/Neph1 signaling in the kidney podocyte
712	138073	C-MYB transcription factor network	Pathway Interaction Database	78	C-MYB transcription factor network
713	138074	Visual signal transduction: Rods	Pathway Interaction Database	23	Visual signal transduction: Rods
714	138076	Cellular roles of Anthrax toxin	Pathway Interaction Database	22	Cellular roles of Anthrax toxin
715	138078	p38 signaling mediated by MAPKAP kinases	Pathway Interaction Database	20	p38 signaling mediated by MAPKAP kinases
716	138080	Aurora B signaling	Pathway Interaction Database	39	Aurora B signaling
717	138081	FAS (CD95) signaling pathway	Pathway Interaction Database	35	FAS (CD95) signaling pathway
718	138085	Coregulation of Androgen receptor activity	Pathway Interaction Database	57	Coregulation of Androgen receptor activity
719	142180	gluconeogenesis I	BIOCYC	16	gluconeogenesis I
720	142203	colanic acid building blocks biosynthesis	BIOCYC	10	colanic acid building blocks biosynthesis
721	142207	mevalonate pathway I	BIOCYC	12	mevalonate pathway I
722	142242	triacylglycerol biosynthesis	BIOCYC	25	triacylglycerol biosynthesis (BIOCYC)
723	142255	CDP-diacylglycerol biosynthesis I	BIOCYC	17	CDP-diacylglycerol biosynthesis I
724	142264	phosphatidylglycerol biosynthesis II (non-plastidic)	BIOCYC	18	phosphatidylglycerol biosynthesis II (non-plastidic)
725	142266	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)*	BIOCYC	13	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)*
726	142269	superpathway of cholesterol biosynthesis	BIOCYC	27	superpathway of cholesterol biosynthesis
727	142283	pyrimidine ribonucleotides de novo biosynthesis	BIOCYC	14	pyrimidine ribonucleotides de novo biosynthesis
728	142284	salvage pathways of pyrimidine ribonucleotides	BIOCYC	13	salvage pathways of pyrimidine ribonucleotides
729	142285	pyrimidine deoxyribonucleotides de novo biosynthesis I	BIOCYC	14	pyrimidine deoxyribonucleotides de novo biosynthesis I
730	142358	isoleucine degradation I	BIOCYC	14	isoleucine degradation I
731	142373	superpathway of methionine degradation	BIOCYC	19	superpathway of methionine degradation
732	142387	valine degradation I	BIOCYC	14	valine degradation I
733	142418	triacylglycerol degradation	BIOCYC	11	triacylglycerol degradation
734	142419	phospholipases	BIOCYC	30	phospholipases
735	142421	fatty acid beta-oxidation I	BIOCYC	16	fatty acid beta-oxidation I
736	142435	glutathione-mediated detoxification I	BIOCYC	17	glutathione-mediated detoxification I
737	142437	nicotine degradation IV	BIOCYC	10	nicotine degradation IV
738	142455	glycolysis I	BIOCYC	17	glycolysis I
739	142463	TCA cycle II (eukaryotic)	BIOCYC	20	TCA cycle II (eukaryotic)
740	143700	Vasopressin-regulated water reabsorption	KEGG	45	Vasopressin-regulated water reabsorption
741	144181	Leishmaniasis	KEGG	70	Leishmaniasis
742	144182	Proximal tubule bicarbonate reclamation	KEGG	23	Proximal tubule bicarbonate reclamation
743	147586	Collecting duct acid secretion	KEGG	27	Collecting duct acid secretion
744	147809	Chagas disease (American trypanosomiasis)	KEGG	103	Chagas disease (American trypanosomiasis)
745	149806	Phototransduction	KEGG	29	Phototransduction
746	149807	Bacterial invasion of epithelial cells	KEGG	76	Bacterial invasion of epithelial cells
747	152665	Malaria	KEGG	49	Malaria
748	153376	Salivary secretion	KEGG	90	Salivary secretion
749	153910	Phagosome	KEGG	151	Phagosome
750	154409	Gastric acid secretion	KEGG	75	Gastric acid secretion
751	160134	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	REACTOME	26	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
752	160135	MAP kinase activation in TLR cascade	REACTOME	49	MAP kinase activation in TLR cascade
753	160136	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	REACTOME	16	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1
754	160137	activated TAK1 mediates p38 MAPK activation	REACTOME	17	activated TAK1 mediates p38 MAPK activation
755	160138	MAPK targets/ Nuclear events mediated by MAP kinases	REACTOME	30	MAPK targets/ Nuclear events mediated by MAP kinases
756	160140	Signaling by Interleukins	REACTOME	115	Signaling by Interleukins
757	160141	Interleukin-1 signaling	REACTOME	42	Interleukin-1 signaling
758	160941	Mitotic G1-G1/S phases	REACTOME	135	Mitotic G1-G1/S phases
759	160942	Mitotic G2-G2/M phases*	REACTOME	116	Mitotic G2-G2/M phases*
760	160948	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	REACTOME	140	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
761	160950	Processing of Capped Intron-Containing Pre-mRNA	REACTOME	138	Processing of Capped Intron-Containing Pre-mRNA
762	160951	Processing of Capped Intronless Pre-mRNA	REACTOME	23	Processing of Capped Intronless Pre-mRNA
763	160954	Processing of Intronless Pre-mRNAs	REACTOME	14	Processing of Intronless Pre-mRNAs
764	160955	L13a-mediated translational silencing of Ceruloplasmin expression	REACTOME	105	L13a-mediated translational silencing of Ceruloplasmin expression
765	160958	FRS2-mediated cascade	REACTOME	38	FRS2-mediated cascade
766	160959	Phospholipase C-mediated cascade	REACTOME	56	Phospholipase C-mediated cascade
767	160960	SHC-mediated cascade	REACTOME	29	SHC-mediated cascade
768	160962	Respiratory electron transport	REACTOME	66	Respiratory electron transport
769	160966	Cell junction organization	REACTOME	85	Cell junction organization
770	160967	Cell-extracellular matrix interactions	REACTOME	16	Cell-extracellular matrix interactions
771	160972	Energy dependent regulation of mTOR by LKB1-AMPK	REACTOME	17	Energy dependent regulation of mTOR by LKB1-AMPK
772	160973	Regulation of AMPK activity via LKB1	REACTOME	14	Regulation of AMPK activity via LKB1
773	160975	Signal attenuation	REACTOME	15	Signal attenuation
774	160976	Metabolism of lipids and lipoproteins	REACTOME	574	Metabolism of lipids and lipoproteins
775	160977	Fatty acid, triacylglycerol, and ketone body metabolism	REACTOME	187	Fatty acid, triacylglycerol, and ketone body metabolism
776	160978	Synthesis of very long-chain fatty acyl-CoAs	REACTOME	16	Synthesis of very long-chain fatty acyl-CoAs
777	160983	Amine-derived hormones	REACTOME	16	Amine-derived hormones
778	160988	Peptide hormone biosynthesis	REACTOME	14	Peptide hormone biosynthesis
779	160993	Deadenylation-dependent mRNA decay	REACTOME	49	Deadenylation-dependent mRNA decay
780	160994	Deadenylation of mRNA	REACTOME	23	Deadenylation of mRNA
781	160997	Myogenesis*	REACTOME	30	Myogenesis*
782	160999	Netrin-1 signaling	REACTOME	42	Netrin-1 signaling
783	161003	L1CAM interactions	REACTOME	94	L1CAM interactions
784	161004	Recycling pathway of L1	REACTOME	27	Recycling pathway of L1
785	161005	Interaction between L1 and Ankyrins	REACTOME	26	Interaction between L1 and Ankyrins
786	161006	Signal transduction by L1	REACTOME	22	Signal transduction by L1
787	161012	Post-translational protein modification	REACTOME	269	Post-translational protein modification
788	161013	Asparagine N-linked glycosylation	REACTOME	118	Asparagine N-linked glycosylation
789	161014	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	REACTOME	67	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
790	161015	Synthesis of substrates in N-glycan biosythesis	REACTOME	52	Synthesis of substrates in N-glycan biosythesis
791	161020	GPCR ligand binding	REACTOME	441	GPCR ligand binding
792	161025	Smooth Muscle Contraction	REACTOME	24	Smooth Muscle Contraction
793	161028	Presynaptic nicotinic acetylcholine receptors	REACTOME	12	Presynaptic nicotinic acetylcholine receptors
794	161032	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	REACTOME	12	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
795	161033	Activation of NMDA receptor upon glutamate binding and postsynaptic events	REACTOME	41	Activation of NMDA receptor upon glutamate binding and postsynaptic events
796	161034	Unblocking of NMDA receptor, glutamate binding and activation	REACTOME	17	Unblocking of NMDA receptor, glutamate binding and activation
797	161035	Post NMDA receptor activation events	REACTOME	37	Post NMDA receptor activation events
798	161036	CREB phosphorylation through the activation of Ras	REACTOME	29	CREB phosphorylation through the activation of Ras
799	161037	Ras activation uopn Ca2+ infux through NMDA receptor	REACTOME	19	Ras activation uopn Ca2+ infux through NMDA receptor
800	161043	Activation of Kainate Receptors upon glutamate binding	REACTOME	34	Activation of Kainate Receptors upon glutamate binding
801	161047	Presynaptic function of Kainate receptors	REACTOME	23	Presynaptic function of Kainate receptors
802	161048	Chromosome Maintenance	REACTOME	97	Chromosome Maintenance
803	161049	Nucleosome assembly*	REACTOME	63	Nucleosome assembly*
804	161051	HIV elongation arrest and recovery*	REACTOME	31	HIV elongation arrest and recovery*
805	161057	Synthesis and interconversion of nucleotide di- and triphosphates	REACTOME	19	Synthesis and interconversion of nucleotide di- and triphosphates
806	161059	Signal amplification	REACTOME	34	Signal amplification
807	161060	ADP signalling through P2Y purinoceptor 12	REACTOME	24	ADP signalling through P2Y purinoceptor 12
808	161061	ADP signalling through P2Y purinoceptor 1	REACTOME	27	ADP signalling through P2Y purinoceptor 1
809	161062	Thromboxane signalling through TP receptor	REACTOME	25	Thromboxane signalling through TP receptor
810	161063	Thrombin signalling through proteinase activated receptors (PARs)	REACTOME	34	Thrombin signalling through proteinase activated receptors (PARs)
811	161066	Metal ion SLC transporters	REACTOME	25	Metal ion SLC transporters
812	161067	Zinc transporters	REACTOME	17	Zinc transporters
813	161070	Na+/Cl- dependent neurotransmitter transporters	REACTOME	19	Na+/Cl- dependent neurotransmitter transporters
814	161072	Organic cation/anion/zwitterion transport	REACTOME	13	Organic cation/anion/zwitterion transport
815	161075	Transport of vitamins, nucleosides, and related molecules	REACTOME	32	Transport of vitamins, nucleosides, and related molecules
816	167324	Amoebiasis	KEGG	109	Amoebiasis
817	167325	Protein processing in endoplasmic reticulum	KEGG	168	Protein processing in endoplasmic reticulum
818	169306	Pancreatic secretion	KEGG	96	Pancreatic secretion
819	169344	C-MYC pathway	Pathway Interaction Database	22	C-MYC pathway
820	169345	Notch signaling pathway	Pathway Interaction Database	58	Notch signaling pathway (Pathway Interaction Database)
821	169346	Regulation of RAC1 activity	Pathway Interaction Database	39	Regulation of RAC1 activity
822	169347	Notch-mediated HES/HEY network	Pathway Interaction Database	48	Notch-mediated HES/HEY network
823	169348	Signaling events mediated by focal adhesion kinase	Pathway Interaction Database	54	Signaling events mediated by focal adhesion kinase
824	169349	Validated transcriptional targets of AP1 family members Fra1 and Fra2	Pathway Interaction Database	34	Validated transcriptional targets of AP1 family members Fra1 and Fra2
825	169350	Signaling events mediated by TCPTP	Pathway Interaction Database	36	Signaling events mediated by TCPTP
826	169351	Validated targets of C-MYC transcriptional activation	Pathway Interaction Database	81	Validated targets of C-MYC transcriptional activation
827	169352	Regulation of Wnt-mediated beta catenin signaling and target gene transcription	Pathway Interaction Database	78	Regulation of Wnt-mediated beta catenin signaling and target gene transcription
828	169353	Validated targets of C-MYC transcriptional repression	Pathway Interaction Database	62	Validated targets of C-MYC transcriptional repression
829	169354	Noncanonical Wnt signaling pathway	Pathway Interaction Database	30	Noncanonical Wnt signaling pathway
830	169355	RAC1 signaling pathway	Pathway Interaction Database	55	RAC1 signaling pathway
831	169356	RhoA signaling pathway	Pathway Interaction Database	41	RhoA signaling pathway
832	169642	Toxoplasmosis	KEGG	116	Toxoplasmosis
833	170720	Carbohydrate digestion and absorption	KEGG	45	Carbohydrate digestion and absorption
834	172846	Staphylococcus aureus infection	KEGG	53	Staphylococcus aureus infection
835	172847	Protein digestion and absorption	KEGG	89	Protein digestion and absorption
836	173973	Hepatitis C	KEGG	133	Hepatitis C
837	177876	RNA transport	KEGG	159	RNA transport
838	187085	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	REACTOME	14	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
839	187088	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	REACTOME	18	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
840	187090	IKK complex recruitment mediated by RIP1	REACTOME	27	IKK complex recruitment mediated by RIP1
841	187091	TRAF6 mediated induction of TAK1 complex	REACTOME	17	TRAF6 mediated induction of TAK1 complex
842	187092	Advanced glycosylation endproduct receptor signaling	REACTOME	13	Advanced glycosylation endproduct receptor signaling
843	187094	Interleukin-3, 5 and GM-CSF signaling	REACTOME	48	Interleukin-3, 5 and GM-CSF signaling
844	187095	Interleukin receptor SHC signaling	REACTOME	29	Interleukin receptor SHC signaling
845	187096	Regulation of signaling by CBL	REACTOME	18	Regulation of signaling by CBL
846	187097	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACTOME	79	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
847	187098	TRAF3-dependent IRF activation pathway	REACTOME	14	TRAF3-dependent IRF activation pathway
848	187099	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACTOME	12	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
849	187100	TRAF6 mediated IRF7 activation	REACTOME	32	TRAF6 mediated IRF7 activation
850	187101	TRAF6 mediated NF-kB activation	REACTOME	24	TRAF6 mediated NF-kB activation
851	187102	Negative regulators of RIG-I/MDA5 signaling	REACTOME	33	Negative regulators of RIG-I/MDA5 signaling
852	187103	Interferon Signaling	REACTOME	167	Interferon Signaling
853	187104	Interferon alpha/beta signaling	REACTOME	64	Interferon alpha/beta signaling
854	187105	Regulation of IFNA signaling	REACTOME	25	Regulation of IFNA signaling
855	187106	Interferon gamma signaling	REACTOME	67	Interferon gamma signaling
856	187107	Regulation of IFNG signaling	REACTOME	14	Regulation of IFNG signaling
857	187108	Rap1 signalling	REACTOME	16	Rap1 signalling
858	187170	Incretin synthesis, secretion, and inactivation	REACTOME	23	Incretin synthesis, secretion, and inactivation
859	187171	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	REACTOME	20	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
860	187172	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	REACTOME	13	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)
861	187173	Circadian Clock	REACTOME	55	Circadian Clock
862	187174	GABA synthesis, release, reuptake and degradation	REACTOME	19	GABA synthesis, release, reuptake and degradation
863	187178	GABA receptor activation	REACTOME	56	GABA receptor activation
864	187179	GABA A receptor activation	REACTOME	12	GABA A receptor activation
865	187180	GABA B receptor activation*	REACTOME	41	GABA B receptor activation*
866	187183	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits*	REACTOME	27	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits*
867	187186	Transport of organic anions	REACTOME	11	Transport of organic anions
868	187187	Aquaporin-mediated transport	REACTOME	53	Aquaporin-mediated transport
869	187188	Passive transport by Aquaporins	REACTOME	12	Passive transport by Aquaporins
870	187189	Regulation of water balance by renal Aquaporins	REACTOME	45	Regulation of water balance by renal Aquaporins
871	187191	Iron uptake and transport	REACTOME	40	Iron uptake and transport
872	187192	Transferrin endocytosis and recycling	REACTOME	28	Transferrin endocytosis and recycling
873	187193	Ion channel transport	REACTOME	158	Ion channel transport
874	187194	Ion transport by P-type ATPases	REACTOME	41	Ion transport by P-type ATPases
875	187195	Ligand-gated ion channel transport	REACTOME	25	Ligand-gated ion channel transport
876	187196	Factors involved in megakaryocyte development and platelet production	REACTOME	135	Factors involved in megakaryocyte development and platelet production
877	187197	Kinesins	REACTOME	26	Kinesins
878	187198	Platelet homeostasis	REACTOME	80	Platelet homeostasis
879	187199	Prostacyclin signalling through prostacyclin receptor	REACTOME	21	Prostacyclin signalling through prostacyclin receptor
880	187200	Nitric oxide stimulates guanylate cyclase	REACTOME	24	Nitric oxide stimulates guanylate cyclase
881	187201	cGMP effects	REACTOME	18	cGMP effects
882	187202	Platelet calcium homeostasis	REACTOME	19	Platelet calcium homeostasis
883	187204	Platelet sensitization by LDL	REACTOME	17	Platelet sensitization by LDL
884	187208	Retinoid metabolism and transport	REACTOME	42	Retinoid metabolism and transport
885	187209	Signal regulatory protein (SIRP) family interactions	REACTOME	13	Signal regulatory protein (SIRP) family interactions
886	187211	Regulation of mRNA stability by proteins that bind AU-rich elements	REACTOME	88	Regulation of mRNA stability by proteins that bind AU-rich elements
887	187212	AUF1 (hnRNP D0) destabilizes mRNA	REACTOME	54	AUF1 (hnRNP D0) destabilizes mRNA
888	187213	Butyrate Response Factor 1 (BRF1) destabilizes mRNA	REACTOME	17	Butyrate Response Factor 1 (BRF1) destabilizes mRNA
889	187214	Tristetraprolin (TTP) destabilizes mRNA	REACTOME	17	Tristetraprolin (TTP) destabilizes mRNA
890	187215	KSRP destabilizes mRNA	REACTOME	17	KSRP destabilizes mRNA
891	187217	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME	13	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
892	187218	Calnexin/calreticulin cycle	REACTOME	11	Calnexin/calreticulin cycle
893	187220	Transport to the Golgi and subsequent modification	REACTOME	36	Transport to the Golgi and subsequent modification
894	187223	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME	20	N-glycan antennae elongation in the medial/trans-Golgi
895	187226	N-Glycan antennae elongation	REACTOME	15	N-Glycan antennae elongation
896	187228	Nephrin interactions	REACTOME	23	Nephrin interactions
897	193146	Bile secretion	KEGG	72	Bile secretion
898	193147	Osteoclast differentiation	KEGG	130	Osteoclast differentiation
899	193328	mRNA surveillance pathway	KEGG	91	mRNA surveillance pathway
900	194384	African trypanosomiasis	KEGG	34	African trypanosomiasis
901	194385	Fat digestion and absorption	KEGG	41	Fat digestion and absorption
902	198756	One Carbon Metabolism	WikiPathways	29	One Carbon Metabolism
903	198758	Urea cycle and metabolism of amino groups	WikiPathways	20	Urea cycle and metabolism of amino groups
904	198759	Myometrial Relaxation and Contraction Pathways	WikiPathways	155	Myometrial Relaxation and Contraction Pathways
905	198760	IL-4 signaling Pathway	WikiPathways	63	IL-4 signaling Pathway
906	198762	TOR signaling	WikiPathways	34	TOR signaling
907	198763	ACE Inhibitor Pathway	WikiPathways	17	ACE Inhibitor Pathway
908	198765	GPCRs, Other	WikiPathways	86	GPCRs, Other
909	198766	Inflammatory Response Pathway	WikiPathways	30	Inflammatory Response Pathway
910	198769	Osteoclast Signaling	WikiPathways	16	Osteoclast Signaling
911	198770	IL-5 Signaling Pathway	WikiPathways	69	IL-5 Signaling Pathway
912	198771	DNA Replication	WikiPathways	42	DNA Replication (WikiPathways)
913	198772	Angiogenesis	WikiPathways	23	Angiogenesis
914	198773	cytochrome P450	WikiPathways	62	cytochrome P450
915	198774	TGF-beta Receptor Signaling Pathway	WikiPathways	152	TGF-beta Receptor Signaling Pathway
916	198776	Hypothetical Network for Drug Addiction	WikiPathways	32	Hypothetical Network for Drug Addiction
917	198778	Fluoropyrimidine Activity	WikiPathways	33	Fluoropyrimidine Activity
918	198779	MAPK signaling pathway	WikiPathways	164	MAPK signaling pathway (WikiPathways)
919	198780	Senescence and Autophagy	WikiPathways	106	Senescence and Autophagy
920	198781	GPCRs, Class B Secretin-like	WikiPathways	23	GPCRs, Class B Secretin-like
921	198782	EGFR1 Signaling Pathway	WikiPathways	177	EGFR1 Signaling Pathway
922	198783	Alanine and aspartate metabolism	WikiPathways	12	Alanine and aspartate metabolism
923	198784	MicroRNAs in cardiomyocyte hypertrophy	WikiPathways	85	MicroRNAs in cardiomyocyte hypertrophy
924	198785	Vitamin A and carotenoid metabolism	WikiPathways	40	Vitamin A and carotenoid metabolism
925	198786	Proteasome Degradation	WikiPathways	63	Proteasome Degradation
926	198787	TCA Cycle	WikiPathways	17	TCA Cycle
927	198788	DNA damage response	WikiPathways	67	DNA damage response
928	198789	Wnt Signaling Pathway	WikiPathways	60	Wnt Signaling Pathway (WikiPathways)
929	198790	EBV LMP1 signaling	WikiPathways	22	EBV LMP1 signaling
930	198791	Type II diabetes mellitus	WikiPathways	21	Type II diabetes mellitus (WikiPathways)
931	198792	NOD pathway	WikiPathways	39	NOD pathway
932	198793	Biogenic Amine Synthesis	WikiPathways	15	Biogenic Amine Synthesis
933	198794	Cytokines and Inflammatory Response	WikiPathways	25	Cytokines and Inflammatory Response
934	198795	Focal Adhesion	WikiPathways	184	Focal Adhesion (WikiPathways)
935	198797	Apoptosis	WikiPathways	83	Apoptosis (WikiPathways)
936	198798	Ganglio Sphingolipid Metabolism	WikiPathways	11	Ganglio Sphingolipid Metabolism
937	198799	Wnt Signaling Pathway NetPath	WikiPathways	113	Wnt Signaling Pathway NetPath
